2026-09-13 10:04:58 | INFO | movieclaw_db.engine | 数据库引擎已初始化：sqlite+aiosqlite:///./.tmp-uidev/data/movieclaw.db
2026-09-13 13:45:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.32 message=request completed
2026-09-13 13:46:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=9.71 message=request completed
2026-09-13 13:46:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.63 message=request completed
2026-09-13 13:46:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.25 message=request completed
2026-09-13 13:46:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=14.99 message=request completed
2026-09-13 13:46:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.60 message=request completed
2026-09-13 13:46:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.54 message=request completed
2026-09-13 13:46:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.35 message=request completed
2026-09-13 13:46:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.18 message=request completed
2026-09-13 13:46:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=3.39 message=request completed
2026-09-13 13:46:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.19 message=request completed
2026-09-13 13:46:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.65 message=request completed
2026-09-13 13:46:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=16.46 message=request completed
2026-09-13 13:46:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.46 message=request completed
2026-09-13 13:46:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.42 message=request completed
2026-09-13 13:46:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.89 message=request completed
2026-09-13 13:46:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.68 message=request completed
2026-09-13 13:47:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=8.55 message=request completed
2026-09-13 13:47:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.48 message=request completed
2026-09-13 13:47:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.92 message=request completed
2026-09-13 13:47:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.54 message=request completed
2026-09-13 13:47:01 | INFO | apscheduler.executors.default | Running job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:49:01 CST)" (scheduled at 2026-09-13 13:47:01.830191+08:00)
2026-09-13 13:47:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：sync_site_torrents（同步站点最新种子）
2026-09-13 13:47:01 | INFO | apscheduler.executors.default | Job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:49:01 CST)" executed successfully
2026-09-13 13:47:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.21 message=request completed
2026-09-13 13:47:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.25 message=request completed
2026-09-13 13:47:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.10 message=request completed
2026-09-13 13:47:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.67 message=request completed
2026-09-13 13:47:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=9.74 message=request completed
2026-09-13 13:47:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.22 message=request completed
2026-09-13 13:47:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.57 message=request completed
2026-09-13 13:47:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=15.35 message=request completed
2026-09-13 13:47:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.88 message=request completed
2026-09-13 13:47:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.19 message=request completed
2026-09-13 13:47:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.54 message=request completed
2026-09-13 13:47:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.05 message=request completed
2026-09-13 13:48:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.62 message=request completed
2026-09-13 13:48:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.31 message=request completed
2026-09-13 13:48:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.82 message=request completed
2026-09-13 13:48:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.81 message=request completed
2026-09-13 13:48:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.56 message=request completed
2026-09-13 13:48:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.79 message=request completed
2026-09-13 13:48:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.19 message=request completed
2026-09-13 13:48:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.69 message=request completed
2026-09-13 13:48:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.70 message=request completed
2026-09-13 13:48:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.10 message=request completed
2026-09-13 13:48:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.46 message=request completed
2026-09-13 13:48:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=14.08 message=request completed
2026-09-13 13:48:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.86 message=request completed
2026-09-13 13:48:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.45 message=request completed
2026-09-13 13:48:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.24 message=request completed
2026-09-13 13:48:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.46 message=request completed
2026-09-13 13:49:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.15 message=request completed
2026-09-13 13:49:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=9.10 message=request completed
2026-09-13 13:49:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.67 message=request completed
2026-09-13 13:49:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=19.01 message=request completed
2026-09-13 13:49:01 | INFO | apscheduler.executors.default | Running job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:51:01 CST)" (scheduled at 2026-09-13 13:49:01.830191+08:00)
2026-09-13 13:49:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：sync_site_torrents（同步站点最新种子）
2026-09-13 13:49:01 | INFO | apscheduler.executors.default | Job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:51:01 CST)" executed successfully
2026-09-13 13:49:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.41 message=request completed
2026-09-13 13:49:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.69 message=request completed
2026-09-13 13:49:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.14 message=request completed
2026-09-13 13:49:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.48 message=request completed
2026-09-13 13:49:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.01 message=request completed
2026-09-13 13:49:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.65 message=request completed
2026-09-13 13:49:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.84 message=request completed
2026-09-13 13:49:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.15 message=request completed
2026-09-13 13:49:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.44 message=request completed
2026-09-13 13:49:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.70 message=request completed
2026-09-13 13:49:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.76 message=request completed
2026-09-13 13:49:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.18 message=request completed
2026-09-13 13:50:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.50 message=request completed
2026-09-13 13:50:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=9.42 message=request completed
2026-09-13 13:50:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.09 message=request completed
2026-09-13 13:50:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.66 message=request completed
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Running job "作品系列回填 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:50:01.810048+08:00)
2026-09-13 13:50:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：backfill_media_series（作品系列回填）
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Running job "订阅下载换源巡检 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:50:01.832827+08:00)
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Job "作品系列回填 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Running job "本地 NFO 吸收回填 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:50:01.839991+08:00)
2026-09-13 13:50:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：check_download_progress（订阅下载换源巡检）
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Running job "自动刷分享率 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:50:01.844531+08:00)
2026-09-13 13:50:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：backfill_nfo_absorption（本地 NFO 吸收回填）
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Job "订阅下载换源巡检 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:50:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：ratio_boost（自动刷分享率）
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Job "本地 NFO 吸收回填 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Job "自动刷分享率 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Running job "订阅缺口搜索 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:50:01.877703+08:00)
2026-09-13 13:50:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：search_wanted（订阅缺口搜索）
2026-09-13 13:50:01 | INFO | apscheduler.executors.default | Job "订阅缺口搜索 (trigger: interval[0:05:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:50:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.05 message=request completed
2026-09-13 13:50:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.74 message=request completed
2026-09-13 13:50:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.78 message=request completed
2026-09-13 13:50:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.64 message=request completed
2026-09-13 13:50:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.73 message=request completed
2026-09-13 13:50:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=10.99 message=request completed
2026-09-13 13:50:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.95 message=request completed
2026-09-13 13:50:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=32.61 message=request completed
2026-09-13 13:50:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.59 message=request completed
2026-09-13 13:50:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=25.60 message=request completed
2026-09-13 13:50:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=23.19 message=request completed
2026-09-13 13:50:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.30 message=request completed
2026-09-13 13:51:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=12.81 message=request completed
2026-09-13 13:51:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.23 message=request completed
2026-09-13 13:51:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.50 message=request completed
2026-09-13 13:51:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=30.62 message=request completed
2026-09-13 13:51:01 | INFO | apscheduler.executors.default | Running job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:53:01 CST)" (scheduled at 2026-09-13 13:51:01.830191+08:00)
2026-09-13 13:51:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：sync_site_torrents（同步站点最新种子）
2026-09-13 13:51:01 | INFO | apscheduler.executors.default | Job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:53:01 CST)" executed successfully
2026-09-13 13:51:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.64 message=request completed
2026-09-13 13:51:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.33 message=request completed
2026-09-13 13:51:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.96 message=request completed
2026-09-13 13:51:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.79 message=request completed
2026-09-13 13:51:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=12.14 message=request completed
2026-09-13 13:51:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.48 message=request completed
2026-09-13 13:51:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=9.66 message=request completed
2026-09-13 13:51:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=18.64 message=request completed
2026-09-13 13:51:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.87 message=request completed
2026-09-13 13:51:44 | INFO | apscheduler.executors.default | Running job "洗版基线回填 (trigger: interval[0:15:00], next run at: 2026-09-13 14:06:44 CST)" (scheduled at 2026-09-13 13:51:44.050149+08:00)
2026-09-13 13:51:44 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：backfill_upgrade_snapshots（洗版基线回填）
2026-09-13 13:51:44 | INFO | apscheduler.executors.default | Job "洗版基线回填 (trigger: interval[0:15:00], next run at: 2026-09-13 14:06:44 CST)" executed successfully
2026-09-13 13:51:44 | INFO | apscheduler.executors.default | Running job "元数据定时刷新 (trigger: interval[0:15:00], next run at: 2026-09-13 14:06:44 CST)" (scheduled at 2026-09-13 13:51:44.079997+08:00)
2026-09-13 13:51:44 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：refresh_media_metadata（元数据定时刷新）
2026-09-13 13:51:44 | INFO | apscheduler.executors.default | Job "元数据定时刷新 (trigger: interval[0:15:00], next run at: 2026-09-13 14:06:44 CST)" executed successfully
2026-09-13 13:51:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.39 message=request completed
2026-09-13 13:51:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.32 message=request completed
2026-09-13 13:51:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.60 message=request completed
2026-09-13 13:52:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.47 message=request completed
2026-09-13 13:52:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.86 message=request completed
2026-09-13 13:52:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=9.51 message=request completed
2026-09-13 13:52:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.40 message=request completed
2026-09-13 13:52:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.61 message=request completed
2026-09-13 13:52:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.13 message=request completed
2026-09-13 13:52:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.92 message=request completed
2026-09-13 13:52:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.66 message=request completed
2026-09-13 13:52:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.98 message=request completed
2026-09-13 13:52:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.58 message=request completed
2026-09-13 13:52:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=14.75 message=request completed
2026-09-13 13:52:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=16.77 message=request completed
2026-09-13 13:52:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.90 message=request completed
2026-09-13 13:52:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.00 message=request completed
2026-09-13 13:52:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.23 message=request completed
2026-09-13 13:52:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.15 message=request completed
2026-09-13 13:53:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=10.64 message=request completed
2026-09-13 13:53:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.44 message=request completed
2026-09-13 13:53:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.72 message=request completed
2026-09-13 13:53:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=28.34 message=request completed
2026-09-13 13:53:01 | INFO | apscheduler.executors.default | Running job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:55:01 CST)" (scheduled at 2026-09-13 13:53:01.830191+08:00)
2026-09-13 13:53:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：sync_site_torrents（同步站点最新种子）
2026-09-13 13:53:01 | INFO | apscheduler.executors.default | Job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:55:01 CST)" executed successfully
2026-09-13 13:53:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.92 message=request completed
2026-09-13 13:53:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.56 message=request completed
2026-09-13 13:53:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.55 message=request completed
2026-09-13 13:53:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.47 message=request completed
2026-09-13 13:53:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=3.37 message=request completed
2026-09-13 13:53:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=17.47 message=request completed
2026-09-13 13:53:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=16.11 message=request completed
2026-09-13 13:53:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=27.36 message=request completed
2026-09-13 13:53:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.42 message=request completed
2026-09-13 13:53:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.74 message=request completed
2026-09-13 13:53:45 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.17 message=request completed
2026-09-13 13:53:50 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.43 message=request completed
2026-09-13 13:54:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.98 message=request completed
2026-09-13 13:54:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.06 message=request completed
2026-09-13 13:54:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.78 message=request completed
2026-09-13 13:54:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.67 message=request completed
2026-09-13 13:54:10 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.51 message=request completed
2026-09-13 13:54:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.38 message=request completed
2026-09-13 13:54:15 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.32 message=request completed
2026-09-13 13:54:20 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.38 message=request completed
2026-09-13 13:54:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=4.02 message=request completed
2026-09-13 13:54:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.02 message=request completed
2026-09-13 13:54:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.49 message=request completed
2026-09-13 13:54:30 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=15.81 message=request completed
2026-09-13 13:54:40 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.38 message=request completed
2026-09-13 13:54:41 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=13.22 message=request completed
2026-09-13 13:54:46 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.07 message=request completed
2026-09-13 13:54:46 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.36 message=request completed
2026-09-13 13:54:51 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=7.07 message=request completed
2026-09-13 13:54:59 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=11.00 message=request completed
2026-09-13 13:54:59 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.68 message=request completed
2026-09-13 13:54:59 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.38 message=request completed
2026-09-13 13:54:59 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=9.25 message=request completed
2026-09-13 13:55:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.87 message=request completed
2026-09-13 13:55:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=13.62 message=request completed
2026-09-13 13:55:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.93 message=request completed
2026-09-13 13:55:00 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=17.92 message=request completed
2026-09-13 13:55:01 | INFO | apscheduler.executors.default | Running job "作品系列回填 (trigger: interval[0:05:00], next run at: 2026-09-13 14:00:01 CST)" (scheduled at 2026-09-13 13:55:01.810048+08:00)
2026-09-13 13:55:01 | INFO | apscheduler.executors.default | Running job "同步站点最新种子 (trigger: interval[0:02:00], next run at: 2026-09-13 13:57:01 CST)" (scheduled at 2026-09-13 13:55:01.830191+08:00)
2026-09-13 13:55:01 | INFO | apscheduler.executors.default | Running job "订阅下载换源巡检 (trigger: interval[0:05:00], next run at: 2026-09-13 14:00:01 CST)" (scheduled at 2026-09-13 13:55:01.832827+08:00)
2026-09-13 13:55:01 | INFO | apscheduler.executors.default | Running job "本地 NFO 吸收回填 (trigger: interval[0:05:00], next run at: 2026-09-13 14:00:01 CST)" (scheduled at 2026-09-13 13:55:01.839991+08:00)
2026-09-13 13:55:01 | INFO | apscheduler.executors.default | Running job "自动刷分享率 (trigger: interval[0:05:00], next run at: 2026-09-13 14:00:01 CST)" (scheduled at 2026-09-13 13:55:01.844531+08:00)
2026-09-13 13:55:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：backfill_media_series（作品系列回填）
2026-09-13 13:55:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：backfill_nfo_absorption（本地 NFO 吸收回填）
2026-09-13 13:55:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：ratio_boost（自动刷分享率）
2026-09-13 13:55:01 | INFO | movieclaw_scheduler.runner | 定时任务执行成功：sync_site_torrents（同步站点最新种子）
